Dog_ID,Dog_Age_Years,Match_Outcome,Behavior_Calm,Behavior_Energetic,Behavior_Independent,Size_Medium,Size_Small,Health_Condition_Healthy,Health_Condition_Special Needs,Housing_Type_Condo,Housing_Type_House,Lifestyle_Sedentary,Family_Composition_With Kids,Pet_Experience_Yes
1068,1.5,0,False,True,False,False,True,False,False,True,False,False,True,False
1069,3.0,1,False,False,False,True,False,False,True,False,False,False,False,False
1070,3.0,1,False,False,False,True,False,False,False,False,True,True,False,True
1071,8.0,0,False,False,True,False,True,True,False,True,False,False,False,True
1072,8.0,1,True,False,False,False,True,False,False,True,False,False,False,False
1073,2.0,1,True,False,False,True,False,True,False,True,False,True,True,True
1074,8.0,1,False,True,False,False,False,False,False,False,True,False,True,False
1075,2.0,1,False,True,False,False,False,False,True,True,False,False,True,False
1076,3.0,1,False,True,False,True,False,True,False,False,False,False,True,True
1077,3.0,1,False,False,True,False,True,False,True,False,False,False,True,True
1078,2.0,1,False,False,True,False,True,False,False,False,False,False,True,True
1079,7.0,1,False,False,False,True,False,True,False,False,True,True,False,False
1080,7.0,0,False,False,False,False,True,False,False,False,False,True,False,False
1081,2.0,0,False,True,False,False,True,True,False,False,True,True,False,False
1082,2.0,0,False,True,False,True,False,False,False,False,False,False,True,True
1083,7.0,1,True,False,False,False,False,True,False,True,False,False,False,True
1084,5.0,1,False,False,True,True,False,False,True,False,False,True,False,False
1085,8.0,1,False,False,True,True,False,False,False,False,False,False,False,True
1086,3.0,1,False,True,False,False,True,True,False,False,False,False,False,True
1087,3.0,1,True,False,False,False,True,True,False,False,True,True,True,True
1088,1.5,1,False,False,False,False,False,False,False,False,False,True,False,False
1089,8.0,0,False,True,False,False,True,True,False,False,False,False,True,False
1090,7.0,0,False,False,False,False,True,False,True,False,False,True,True,False
1091,7.0,1,True,False,False,False,True,False,True,True,False,False,False,False
1092,1.5,0,True,False,False,False,True,False,True,True,False,False,True,True
1093,5.0,1,False,False,False,False,True,False,True,False,True,True,False,True
1094,7.0,0,True,False,False,False,True,False,False,True,False,True,False,True
1095,1.5,1,False,True,False,True,False,True,False,False,True,True,True,True
1096,3.0,0,False,False,False,True,False,False,True,True,False,True,False,False
1097,3.0,0,False,False,True,True,False,False,True,True,False,True,False,False
1098,2.0,1,False,False,False,True,False,True,False,True,False,False,False,True
1099,8.0,0,False,False,True,False,False,True,False,True,False,False,False,False
1100,3.0,0,False,False,False,False,False,False,True,True,False,True,False,False
1101,5.0,1,True,False,False,False,False,False,True,True,False,True,True,False
1102,3.0,0,False,False,False,False,False,False,True,False,True,False,True,False
1103,3.0,1,True,False,False,True,False,False,True,True,False,False,True,False
1104,8.0,1,False,False,False,False,True,True,False,False,False,True,True,True
1105,2.0,1,False,False,True,False,True,True,False,False,False,True,True,True
1106,5.0,1,True,False,False,False,True,False,False,False,False,True,False,False
1107,1.5,0,False,False,False,False,False,True,False,False,True,True,True,True
1108,1.5,0,False,True,False,False,False,False,True,False,False,True,True,False
1109,3.0,0,False,False,False,False,False,False,True,True,False,False,True,True
1110,2.0,1,False,False,True,True,False,False,False,False,False,True,False,False
1111,5.0,1,True,False,False,True,False,False,False,True,False,False,True,True
1112,5.0,1,False,False,False,False,True,False,True,False,False,False,True,True
1113,1.5,0,True,False,False,True,False,False,True,False,True,False,False,False
1114,3.0,0,False,True,False,False,True,False,False,False,True,True,False,True
1115,7.0,0,False,True,False,False,True,True,False,True,False,True,False,False
1116,5.0,0,False,False,False,False,True,False,True,False,False,False,True,False
1117,7.0,0,False,False,True,False,False,True,False,True,False,False,True,False
1118,8.0,1,True,False,False,False,True,False,False,True,False,True,False,True
1119,2.0,0,False,True,False,False,False,True,False,True,False,False,False,True
1120,7.0,0,False,True,False,True,False,False,False,False,False,True,True,True
1121,2.0,1,False,True,False,True,False,False,True,False,False,False,True,False
1122,5.0,1,False,False,True,True,False,True,False,False,True,False,True,False
1123,7.0,1,True,False,False,True,False,False,False,False,False,False,False,False
1124,1.5,0,False,False,True,False,False,True,False,False,False,False,True,False
1125,2.0,1,True,False,False,True,False,False,False,True,False,False,False,True
1126,3.0,1,False,False,False,True,False,False,True,False,True,True,False,True
1127,2.0,1,True,False,False,False,False,True,False,True,False,True,True,True
1128,1.5,1,False,True,False,False,False,False,False,False,True,True,True,False
1129,2.0,1,True,False,False,False,False,True,False,False,True,False,False,False
1130,5.0,1,False,True,False,True,False,False,False,False,True,True,True,False
1131,1.5,0,False,True,False,False,False,False,True,True,False,True,True,True
1132,5.0,1,False,False,False,False,True,True,False,False,True,False,False,True
1133,2.0,0,False,False,True,False,False,False,False,False,False,False,True,True
1134,1.5,1,False,False,True,False,True,True,False,True,False,False,True,False
1135,5.0,0,False,True,False,False,False,True,False,False,True,True,False,False
1136,7.0,0,True,False,False,False,True,False,True,False,False,False,True,False
1137,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False
1138,3.0,1,False,False,True,False,False,False,True,False,False,True,True,False
1139,2.0,0,True,False,False,False,True,True,False,False,False,False,False,False
1140,8.0,1,False,False,True,True,False,True,False,True,False,True,False,False
1141,8.0,0,False,True,False,False,True,False,False,False,False,False,False,False
1142,1.5,0,False,True,False,False,True,False,True,False,False,False,False,True
1143,1.5,0,False,True,False,False,True,False,True,True,False,False,True,True
1144,8.0,1,True,False,False,False,False,False,False,False,False,True,False,False
1145,2.0,1,True,False,False,False,False,True,False,False,True,True,False,False
1146,2.0,1,False,False,True,False,False,False,False,False,True,True,True,True
1147,1.5,1,False,False,False,False,False,False,False,False,True,True,True,True
1148,2.0,0,False,False,False,False,False,False,False,False,True,False,False,True
1149,2.0,0,False,False,False,False,True,False,False,False,True,False,True,False
1150,2.0,1,False,False,True,False,True,False,False,True,False,True,True,False
1151,2.0,1,False,False,False,False,True,True,False,False,True,False,True,False
1152,1.5,1,False,False,True,False,False,False,True,True,False,False,True,True
1153,1.5,0,False,True,False,False,False,False,True,False,False,True,True,True
1154,3.0,1,False,False,True,False,True,True,False,False,False,False,True,False
1155,7.0,1,True,False,False,False,False,True,False,True,False,True,True,True
1156,7.0,1,False,False,False,True,False,False,True,False,False,False,False,False
1157,8.0,1,False,False,False,True,False,True,False,True,False,True,False,False
1158,3.0,0,True,False,False,True,False,False,True,False,True,False,True,True
1159,3.0,1,False,False,True,False,False,False,False,False,True,False,True,True
1160,5.0,0,False,True,False,False,True,False,False,True,False,False,True,False
1161,8.0,0,False,False,True,False,False,False,True,True,False,False,True,True
1162,1.5,0,False,False,False,False,True,True,False,False,False,True,True,False
1163,5.0,0,False,True,False,True,False,False,True,False,False,False,False,True
1164,8.0,0,False,True,False,False,True,True,False,True,False,True,False,False
1165,2.0,1,False,False,False,False,False,False,True,False,False,True,True,False
1166,5.0,1,True,False,False,True,False,False,False,True,False,False,True,True
1167,5.0,0,False,True,False,True,False,True,False,False,False,True,False,True
1168,7.0,1,True,False,False,True,False,True,False,False,False,True,True,True
1169,3.0,1,False,True,False,True,False,True,False,False,True,False,False,False
1170,3.0,0,True,False,False,False,False,False,True,False,False,False,False,True
1171,7.0,0,False,False,True,True,False,True,False,True,False,True,False,True
1172,3.0,1,False,False,False,False,False,True,False,False,True,False,True,False
1173,5.0,1,True,False,False,True,False,True,False,False,False,True,True,False
1174,8.0,0,False,False,False,False,False,False,False,False,True,False,True,True
1175,1.5,1,False,False,True,False,False,False,True,False,True,True,True,True
1176,1.5,1,False,False,True,True,False,False,True,False,True,False,True,False
1177,1.5,1,False,True,False,False,True,False,True,False,False,True,True,True
1178,2.0,0,False,True,False,False,True,True,False,False,True,False,False,False
1179,3.0,0,True,False,False,False,True,False,True,True,False,False,True,False
1180,1.5,0,False,False,False,True,False,False,False,False,False,True,True,True
1181,1.5,0,False,False,False,False,True,False,True,True,False,False,True,False
1182,8.0,0,False,False,True,False,False,False,False,True,False,True,True,True
1183,1.5,1,False,False,True,True,False,True,False,False,False,True,True,False
1184,5.0,1,False,True,False,False,False,False,False,False,False,False,False,False
1185,2.0,1,False,True,False,False,False,True,False,True,False,False,False,True
1186,2.0,0,False,False,False,True,False,False,False,False,True,False,False,True
1187,1.5,1,False,True,False,False,True,False,True,False,False,True,False,False
1188,3.0,0,False,True,False,False,True,True,False,True,False,False,False,True
1189,3.0,1,False,True,False,False,True,False,True,False,True,True,True,False
1190,3.0,0,False,True,False,False,False,True,False,False,False,False,True,False
1191,2.0,1,False,False,True,False,False,False,False,True,False,False,True,False
1192,5.0,1,False,False,False,True,False,True,False,False,False,True,True,False
1193,2.0,1,False,False,True,False,True,False,False,False,False,True,False,True
1194,1.5,0,True,False,False,False,True,False,False,True,False,True,True,False
1195,8.0,0,False,False,True,False,True,False,False,False,True,True,True,False
1196,7.0,1,True,False,False,False,False,False,False,False,False,True,False,True
1197,7.0,0,False,False,True,False,True,False,False,False,False,True,False,False
1198,1.5,1,False,True,False,True,False,False,False,True,False,True,True,True
1199,5.0,1,False,False,False,False,False,False,True,True,False,False,False,True
1200,1.5,0,True,False,False,False,False,False,True,False,True,True,True,True
1201,8.0,1,False,True,False,True,False,False,True,False,False,False,True,True
1202,3.0,1,False,False,False,True,False,False,True,True,False,True,True,True
1203,8.0,0,True,False,False,False,True,False,False,True,False,False,False,True
1204,5.0,1,False,False,True,False,False,True,False,False,False,True,True,False
1205,1.5,0,True,False,False,False,True,True,False,False,True,True,True,False
1206,2.0,1,False,False,True,False,False,True,False,True,False,False,True,True
1207,2.0,0,False,False,True,True,False,False,True,False,False,True,True,True
1208,8.0,0,False,False,True,False,True,True,False,False,False,False,True,True
1209,8.0,0,True,False,False,True,False,False,True,False,False,False,True,False
1210,7.0,0,True,False,False,False,True,False,False,False,False,False,False,False
1211,3.0,0,False,False,True,False,True,False,True,False,False,False,False,False
1212,2.0,1,False,False,True,False,True,True,False,True,False,False,True,False
1213,3.0,0,True,False,False,False,True,False,True,True,False,False,True,True
1214,7.0,0,False,False,False,False,False,False,False,False,False,True,True,True
1215,3.0,1,True,False,False,False,True,True,False,False,True,True,True,False
1216,5.0,1,False,False,True,False,True,False,True,True,False,True,False,False
1217,3.0,1,False,True,False,True,False,False,True,False,True,False,True,True
1218,5.0,1,False,True,False,False,True,True,False,False,False,True,True,True
1219,3.0,1,False,True,False,False,False,False,False,True,False,False,False,True
1220,7.0,0,True,False,False,True,False,False,True,False,True,True,True,False
1221,3.0,0,True,False,False,False,True,False,True,True,False,True,True,True
1222,7.0,1,False,False,False,True,False,True,False,True,False,False,True,False
1223,3.0,0,False,False,True,True,False,True,False,True,False,True,True,True
1224,3.0,1,False,False,True,True,False,False,False,True,False,False,True,True
1225,5.0,1,True,False,False,False,False,False,False,False,False,False,False,False
1226,7.0,0,False,True,False,False,False,False,True,False,True,False,True,True
1227,1.5,1,False,False,True,False,False,False,False,False,False,True,False,False
1228,8.0,1,False,False,True,False,True,False,False,True,False,True,True,True
1229,5.0,1,True,False,False,False,True,False,True,True,False,True,True,True
1230,7.0,1,False,False,False,False,True,False,True,True,False,False,True,False
1231,3.0,0,False,False,False,False,False,False,False,False,False,True,True,True
1232,3.0,0,False,False,False,False,False,True,False,False,False,False,True,True
1233,1.5,0,True,False,False,False,True,False,False,False,True,True,False,False
1234,3.0,1,False,False,False,False,True,True,False,False,False,False,True,False
1235,7.0,0,True,False,False,True,False,False,True,True,False,False,True,True
1236,2.0,0,False,False,False,False,False,False,True,False,True,False,True,True
1237,3.0,1,False,False,True,True,False,False,True,True,False,False,True,False
1238,5.0,1,True,False,False,False,True,False,False,False,False,True,False,True
1239,3.0,1,False,True,False,False,True,False,False,True,False,True,True,True
1240,7.0,0,True,False,False,True,False,True,False,False,True,False,True,False
1241,8.0,1,False,False,True,True,False,False,False,True,False,False,False,True
1242,3.0,1,True,False,False,False,True,True,False,False,False,True,True,False
1243,2.0,1,False,True,False,True,False,True,False,True,False,True,True,True
1244,8.0,1,False,True,False,True,False,True,False,False,True,True,True,False
1245,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False
1246,5.0,0,False,False,True,False,False,False,False,False,True,True,False,True
1247,8.0,0,False,False,False,True,False,False,True,False,True,True,False,True
1248,5.0,0,False,True,False,False,False,True,False,False,False,True,True,True
1249,2.0,1,False,False,False,False,True,False,True,True,False,True,False,True
1250,2.0,1,False,False,False,False,True,False,False,True,False,True,True,True
1251,3.0,0,True,False,False,False,True,False,True,True,False,False,False,False
1252,3.0,0,False,False,False,True,False,True,False,True,False,False,False,True
1253,2.0,1,False,False,False,False,False,True,False,False,True,False,True,False
1254,2.0,0,False,False,True,False,True,False,True,True,False,True,False,False
1255,8.0,1,True,False,False,False,False,False,True,False,False,False,False,True
1256,3.0,0,False,False,False,False,True,False,False,False,False,False,True,True
1257,1.5,1,True,False,False,True,False,True,False,False,False,True,False,True
1258,5.0,1,False,False,True,False,True,False,True,False,False,False,False,True
1259,5.0,0,False,False,True,False,False,False,False,False,True,False,False,False
1260,5.0,1,False,True,False,False,True,True,False,False,False,False,True,True
1261,1.5,0,False,True,False,False,True,False,False,False,False,True,False,False
1262,5.0,1,False,False,False,False,True,False,True,False,False,False,False,True
1263,5.0,0,False,False,False,True,False,True,False,False,True,True,False,True
1264,1.5,0,False,False,True,False,False,False,False,False,False,False,False,True
1265,7.0,0,False,False,True,False,True,False,False,True,False,True,False,True
1266,8.0,0,False,True,False,True,False,False,False,True,False,False,False,True
1267,2.0,1,True,False,False,True,False,False,False,False,True,False,False,False
1268,8.0,1,True,False,False,True,False,True,False,False,True,True,True,False
1269,7.0,1,True,False,False,False,False,True,False,False,False,True,True,False
1270,8.0,1,False,True,False,True,False,False,False,False,True,True,False,True
1271,7.0,1,False,False,False,False,False,False,False,False,False,False,True,False
1272,5.0,0,False,True,False,True,False,True,False,True,False,True,True,True
1273,8.0,0,False,True,False,False,True,True,False,False,False,False,True,True
1274,3.0,1,False,False,False,True,False,False,False,False,False,True,True,True
1275,2.0,1,False,False,True,False,False,False,True,False,True,True,True,True
1276,5.0,1,True,False,False,False,True,False,False,False,True,True,False,True
1277,3.0,0,False,False,True,False,False,False,True,True,False,True,True,True
1278,7.0,0,False,False,True,False,True,False,False,False,False,False,True,True
1279,5.0,0,False,True,False,False,False,False,False,True,False,True,False,False
1280,3.0,1,True,False,False,False,False,False,False,False,True,False,False,False
1281,5.0,1,False,True,False,False,False,True,False,False,True,True,True,True
1282,3.0,1,False,True,False,False,False,False,True,False,False,True,True,True
1283,2.0,1,False,False,True,False,False,False,False,False,False,True,True,False
1284,1.5,1,False,True,False,False,False,False,False,False,False,False,False,False
1285,1.5,1,False,False,False,False,True,True,False,False,True,True,False,False
1286,2.0,0,False,False,False,False,True,True,False,True,False,False,False,True
1287,8.0,0,False,False,False,True,False,False,True,True,False,False,True,True
1288,5.0,0,True,False,False,True,False,True,False,False,False,True,False,False
1289,8.0,0,False,True,False,False,False,True,False,True,False,True,True,True
1290,7.0,0,False,True,False,True,False,True,False,True,False,True,False,False
1291,7.0,0,True,False,False,True,False,False,False,False,True,False,True,True
1292,1.5,1,False,False,True,False,False,True,False,False,True,True,False,False
1293,3.0,0,False,False,False,False,True,True,False,False,True,False,False,True
1294,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False
1295,2.0,0,True,False,False,True,False,True,False,False,False,False,True,False
1296,8.0,0,False,False,True,True,False,False,True,False,True,True,True,False
1297,7.0,0,False,False,False,False,False,False,True,False,True,True,False,True
1298,2.0,0,False,False,True,True,False,False,False,False,True,False,False,True
1299,8.0,0,True,False,False,False,True,False,False,False,False,False,True,False
1300,1.5,1,True,False,False,True,False,False,True,False,True,True,False,True
1301,1.5,0,False,False,False,False,True,False,False,False,True,False,True,False
1302,7.0,1,False,True,False,True,False,False,True,True,False,True,True,True
1303,3.0,0,True,False,False,False,True,True,False,True,False,True,True,False
1304,2.0,1,False,False,False,True,False,False,False,True,False,True,True,False
1305,7.0,0,False,False,True,False,True,False,True,True,False,False,True,False
1306,7.0,0,False,False,False,True,False,True,False,False,True,True,True,False
1307,8.0,0,False,True,False,False,True,False,False,False,False,True,True,False
1308,7.0,1,False,False,False,True,False,True,False,True,False,True,False,False
1309,3.0,0,False,False,False,False,False,True,False,False,True,False,True,False
1310,5.0,0,True,False,False,True,False,False,True,False,True,False,True,True
1311,2.0,0,False,True,False,True,False,True,False,False,False,False,False,True
1312,2.0,0,False,False,True,False,False,True,False,False,False,False,False,False
1313,1.5,0,False,False,True,False,True,True,False,True,False,False,True,True
1314,1.5,0,False,False,True,False,True,True,False,False,True,False,True,True
1315,3.0,0,False,False,True,True,False,False,False,True,False,True,True,True
1316,8.0,0,False,False,True,True,False,True,False,False,True,False,False,True
1317,7.0,1,False,False,True,False,False,False,True,True,False,True,False,False
1318,5.0,0,False,True,False,True,False,True,False,False,True,False,True,False
1319,2.0,1,False,False,True,False,False,True,False,True,False,False,False,True
1320,5.0,0,False,False,False,True,False,False,False,True,False,True,True,True
1321,7.0,0,False,False,True,False,False,False,True,True,False,True,False,True
1322,2.0,0,False,True,False,False,True,False,True,False,True,True,False,False
1323,8.0,1,False,False,False,False,False,True,False,False,True,True,True,False
1324,7.0,0,False,False,True,False,False,False,True,True,False,True,True,True
1325,8.0,1,False,True,False,False,False,False,True,False,True,False,False,True
1326,5.0,1,True,False,False,True,False,False,False,False,True,False,False,False
1327,8.0,1,False,False,False,True,False,False,True,False,False,False,True,True
1328,5.0,0,False,False,True,True,False,True,False,False,True,True,False,True
1329,5.0,1,False,True,False,False,False,False,True,False,True,True,True,True
1330,1.5,0,True,False,False,False,True,False,True,False,False,True,False,True
1331,2.0,1,False,False,False,False,False,False,False,True,False,False,True,False
1332,8.0,0,False,True,False,False,False,False,True,False,True,False,True,True
1333,2.0,1,False,False,False,False,False,True,False,False,True,False,True,False
1334,5.0,0,False,False,False,False,False,False,False,False,True,True,False,True
1335,2.0,0,False,False,True,False,False,False,False,True,False,False,True,True
1336,1.5,1,False,False,False,False,False,False,False,True,False,False,True,True
1337,5.0,0,False,True,False,False,False,False,False,True,False,True,True,False
1338,5.0,0,False,False,False,False,True,False,True,False,True,True,False,True
1339,3.0,0,False,False,True,True,False,False,True,False,False,False,False,False
1340,8.0,1,False,True,False,True,False,False,False,True,False,True,False,True
1341,7.0,1,False,False,True,True,False,False,False,False,False,False,False,True
1342,5.0,0,False,True,False,False,False,False,True,True,False,True,False,True
1343,8.0,0,False,False,True,False,True,False,False,True,False,False,False,True
1344,8.0,1,False,False,True,False,False,False,True,False,False,True,False,True
1345,1.5,0,True,False,False,False,False,True,False,True,False,True,True,False
1346,7.0,0,False,False,True,False,False,False,True,False,False,False,True,False
1347,5.0,1,True,False,False,False,True,False,True,True,False,False,True,True
1348,8.0,0,False,False,True,False,False,False,True,False,False,False,False,True
1349,7.0,1,True,False,False,True,False,False,True,False,True,False,True,False
1350,5.0,1,True,False,False,False,True,False,True,True,False,True,False,False
1351,3.0,1,False,False,True,True,False,False,False,False,False,False,True,True
1352,2.0,1,False,True,False,True,False,False,True,False,False,True,True,False
1353,2.0,0,False,False,True,False,True,False,True,False,False,True,True,False
1354,7.0,1,True,False,False,False,False,False,True,False,False,True,True,True
1355,2.0,1,False,True,False,False,False,True,False,False,True,False,True,False
1356,8.0,1,False,True,False,True,False,False,False,False,False,False,True,False
1357,3.0,0,False,True,False,False,True,False,True,False,False,True,True,True
1358,1.5,1,False,False,True,True,False,False,False,False,False,False,True,False
1359,5.0,0,True,False,False,True,False,False,True,False,False,True,True,False
1360,5.0,0,False,False,True,True,False,False,True,False,True,True,True,False
1361,8.0,0,False,False,False,True,False,False,False,False,False,True,False,True
1362,8.0,1,False,False,False,False,True,True,False,False,False,False,True,False
1363,1.5,1,False,False,True,True,False,False,True,False,True,True,True,False
1364,2.0,0,False,False,True,False,False,False,False,False,False,True,False,False
1365,5.0,0,False,False,False,False,True,False,False,False,False,True,True,False
1366,3.0,1,True,False,False,True,False,False,False,True,False,False,True,False
1367,8.0,0,False,False,True,False,True,False,True,False,True,True,True,False
1368,1.5,1,False,False,False,False,True,True,False,True,False,True,True,False
1369,5.0,1,False,False,False,False,True,True,False,False,False,False,True,False
1370,7.0,0,False,False,True,True,False,False,True,False,True,False,False,True
1371,1.5,1,False,False,False,True,False,True,False,False,False,True,False,False
1372,8.0,0,False,True,False,False,False,False,False,False,True,False,False,True
1373,1.5,0,False,False,False,False,False,False,False,False,False,True,False,True
1374,1.5,1,False,True,False,False,True,False,True,False,True,False,False,False
1375,3.0,1,False,False,False,False,True,False,False,False,False,False,True,True
1376,5.0,1,False,False,True,False,True,False,True,True,False,False,False,True
1377,3.0,1,False,False,False,True,False,False,False,True,False,True,True,True
1378,7.0,1,False,False,True,False,False,True,False,False,True,True,True,False
1379,1.5,0,False,False,False,True,False,True,False,True,False,False,False,False
1380,8.0,1,False,False,True,False,False,True,False,True,False,True,False,True
1381,3.0,1,False,False,False,True,False,False,True,False,False,True,False,False
1382,1.5,1,False,False,False,False,True,False,True,False,False,True,False,False
1383,5.0,1,False,True,False,True,False,False,False,False,True,True,True,True
1384,3.0,1,False,False,False,False,False,True,False,False,False,True,False,True
1385,7.0,1,True,False,False,False,False,True,False,False,False,False,True,True
1386,2.0,1,False,False,True,False,False,False,True,False,False,False,False,False
1387,2.0,1,False,False,False,False,True,True,False,False,True,True,False,False
1388,7.0,1,True,False,False,False,False,False,True,True,False,True,True,True
1389,3.0,1,False,False,False,False,True,False,True,False,True,False,False,False
1390,7.0,1,False,False,False,True,False,False,True,False,False,True,False,False
1391,2.0,0,False,False,True,False,False,False,True,False,True,False,True,False
1392,2.0,1,False,True,False,False,True,False,True,True,False,True,True,False
1393,1.5,0,True,False,False,True,False,True,False,False,False,True,False,False
1394,2.0,1,True,False,False,False,True,True,False,False,False,False,True,True
1395,1.5,1,False,False,True,False,False,False,True,False,True,False,False,False
1396,3.0,0,False,False,False,False,True,True,False,True,False,False,False,False
1397,2.0,1,True,False,False,False,True,False,True,False,True,True,False,True
1398,7.0,0,False,False,True,False,False,False,True,False,False,False,False,False
1399,7.0,0,False,True,False,False,False,False,True,False,False,False,True,True
1400,7.0,0,False,False,False,False,True,False,True,False,True,False,True,True
1401,2.0,0,False,False,True,False,True,False,True,True,False,False,False,False
1402,5.0,1,False,False,True,False,True,False,True,True,False,False,False,True
1403,7.0,1,False,False,True,False,True,False,True,False,True,False,False,False
1404,3.0,1,False,True,False,False,True,True,False,False,False,False,False,False
1405,2.0,1,True,False,False,False,True,False,True,False,True,True,False,True
1406,8.0,0,False,True,False,False,False,False,True,True,False,True,True,True
